id,ra,dec,survey,rmag,FLIMFLAM_target,FLIMFLAM_observed,sep,z,QOP
200602186,322.14435,-55.387499,wide,19.219465802926063,True,False,0.9418703567758236,,
200602418,322.198335,-55.389933,wide,19.207361048398017,True,True,0.9211043038533114,0.18673,4.0
200603200,322.109316,-55.405922,wide,19.06049155738973,True,False,0.9689844938448767,,
200603872,321.996594,-55.414307,wide,18.808108523725508,True,True,1.0226695236458028,0.21028,3.0
200603942,322.161227,-55.424557,wide,17.470422803253175,True,True,0.960315356766467,0.06406,4.0
200604045,322.14937,-55.419688,wide,19.31021052992201,True,False,0.9617636932181417,,
200604222,321.974208,-55.424103,wide,17.819356070015907,True,True,1.0386982798825262,0.07976,4.0
200604356,322.344045,-55.42712,wide,16.732832996733666,True,True,0.89108966001164,0.07904,4.0
200604471,322.401713,-55.424363,wide,17.69619951750755,True,True,0.8679572038615456,0.09675,4.0
200604583,322.319749,-55.427189,wide,18.234268258996963,True,True,0.9002018010944823,0.24765,4.0
200604588,322.347432,-55.427949,wide,16.97922142968178,True,True,0.8904656903395167,0.0796,4.0
200604684,321.956539,-55.426975,wide,19.232960297842027,True,True,1.0482301128229428,0.07946,4.0
200605168,322.353471,-55.443563,wide,16.79541629655886,True,True,0.9001800595674481,0.06456,4.0
200605388,322.407649,-55.437498,wide,18.51175099272251,True,True,0.8760804016262983,0.18874,4.0
200605531,322.022543,-55.447529,wide,16.9368184786005,True,True,1.033411304384327,0.10228,4.0
200605541,322.430863,-55.440881,wide,18.89225584899521,True,True,0.8706300303015252,0.14941,4.0
200605700,322.341474,-55.446729,wide,18.24087457632065,True,True,0.9069736975225295,0.06838,4.0
200605744,322.382163,-55.446497,wide,18.61730706468153,True,True,0.892137718535831,0.10386,4.0
200605873,322.408289,-55.451531,wide,16.795923722744465,True,True,0.8868893056793578,0.06839,4.0
200605965,322.222995,-55.448668,wide,18.7198525366354,True,True,0.953021554084486,0.26176,4.0
200606106,322.208491,-55.449691,wide,18.747642844923973,True,True,0.9594061223858675,0.18635,4.0
200606264,322.303449,-55.451462,wide,19.09118704254484,True,True,0.9245644121473806,0.32877,3.0
200606361,322.370915,-55.456417,wide,18.620295965085507,True,True,0.903865498210656,0.06548,4.0
200606373,322.052228,-55.452594,wide,19.39977483488893,True,False,1.0244219140801378,,
200606392,322.436142,-55.454575,wide,19.10118872770834,True,True,0.8797147587762465,0.2157,3.0
200606614,322.42904,-55.459857,wide,17.84668377835512,True,True,0.8863565958023799,0.068,4.0
200606737,322.145164,-55.462054,wide,17.969826712929727,True,True,0.9932397309528387,0.14164,4.0
200606766,322.128772,-55.461952,wide,18.847574055124284,True,True,0.9997057772013215,0.24465,4.0
200606844,322.443288,-55.459513,wide,19.265404844513416,True,False,0.8812509578444623,,
200607272,322.101099,-55.469904,wide,19.216735137798786,True,True,1.0164290658966604,0.30576,2.0
200607684,322.159351,-55.475104,wide,19.39640789875841,True,False,0.9970197893643181,,
200607716,322.40761,-55.486124,wide,17.102442382241726,True,True,0.9146712741937865,0.10276,4.0
200607919,322.344599,-55.482882,wide,17.222110989186763,True,True,0.9338520572866035,0.06455,4.0
200608320,322.394143,-55.489601,wide,18.377358505310536,True,True,0.9220187080000051,0.08895,3.0
200608513,322.287719,-55.494253,wide,18.21659142166567,True,True,0.9629886382865505,0.14941,4.0
200608822,322.39674,-55.493507,wide,19.083863386332037,True,True,0.9242701444073983,0.26238,3.0
200608971,322.413304,-55.494924,wide,19.383166687676905,True,False,0.9198513262401748,,
200609001,322.301654,-55.496203,wide,19.398325723125936,True,False,0.9594856684383684,,
200609439,322.277787,-55.512136,wide,17.82385148897791,True,True,0.980375935023537,0.14166,4.0
200609467,322.412677,-55.503254,wide,19.39854107849884,True,False,0.9268049298766449,,
200609550,322.449501,-55.508811,wide,17.28365013038492,True,True,0.919344600333897,0.06489,4.0
200611021,322.297753,-55.531568,wide,19.160486109345435,True,True,0.988512897892454,0.13554,4.0
200611315,322.439668,-55.534863,wide,18.89416389338255,True,True,0.9440217964125476,0.28116,4.0
200611775,322.324578,-55.545845,wide,18.92809289153528,True,True,0.9906475349664048,0.26155,2.0
200612004,322.397499,-55.544783,wide,18.875832438268183,True,True,0.9656709090866527,0.27609,3.0
200612345,322.344287,-55.556979,wide,18.701382839939598,True,True,0.9930212105355212,0.27542,1.0
200612510,322.45071,-55.553702,wide,19.287398715607644,True,False,0.9563067396978324,,
200613343,322.270776,-55.566513,wide,18.894564380356787,True,True,1.0254911112622944,0.20366,4.0
200613602,322.450109,-55.575137,wide,17.02633311960602,True,True,0.9745467651147074,0.14451,4.0
200613902,322.425898,-55.576333,wide,18.39297937697792,True,True,0.9829288416358584,0.34359,4.0
200614131,322.429955,-55.582044,wide,19.2378085159936,True,False,0.9864885807319579,,
200614912,322.293337,-55.595599,wide,17.292440236828803,True,True,1.041193752769688,0.11624,4.0
200615406,322.440292,-55.596359,wide,19.33256025781393,True,True,0.9954744845064845,0.28422,3.0
200615459,322.406997,-55.597938,wide,18.406248372612,True,True,1.0068729961629737,0.15186,4.0
200619784,322.44692,-55.661576,wide,19.22373773990488,True,True,1.0495421083710412,0.66404,1.0
200987107,322.576574,-54.607828,wide,17.694628682717084,True,True,0.46947959549913326,0.09657,4.0
200987205,322.567281,-54.610855,wide,18.42239706710148,True,False,0.4737110007689728,,
200987401,322.282568,-54.59944,wide,19.171854961268423,True,True,0.6357298423665635,0.26664,2.0
200987756,321.907355,-54.603897,wide,18.580346403803823,True,True,0.8473915596420555,0.23725,4.0
200987772,322.136709,-54.615194,wide,19.348120519206525,True,False,0.7147869845136533,,
200987934,321.630368,-54.613503,wide,19.234991649130343,True,True,1.0041319292400106,0.06302,4.0
200988476,321.95203,-54.613874,wide,17.543743064525604,True,True,0.820162983786252,0.13432,4.0
200988772,322.574175,-54.612628,wide,18.653102917281867,True,False,0.46937387562701915,,
200988986,322.428847,-54.600305,wide,19.25587132986927,True,True,0.5535986865993509,0.2469,4.0
200989016,322.470607,-54.618743,wide,18.9540324693017,True,True,0.5254237283155678,0.31154,4.0
200989050,322.110172,-54.631587,wide,16.81447067026949,True,True,0.7269253684840877,0.0758,4.0
200989264,322.703629,-54.621971,wide,18.85983091175127,True,True,0.3951720412140523,0.26666,4.0
200989364,322.448942,-54.623252,wide,19.269785185781004,True,True,0.5364805736110975,0.31039,2.0
200989406,322.384733,-54.62299,wide,19.241882843814373,True,True,0.5727064952469476,0.24668,4.0
200989507,322.742558,-54.623719,wide,19.330864991205694,True,True,0.37331634252867857,0.19337,3.0
200989680,322.436575,-54.631397,wide,18.13301646560621,True,True,0.5415765149516089,0.24345,4.0
200989700,322.448722,-54.635983,wide,18.367182848515988,True,True,0.5337136357054472,0.24644,4.0
200989707,321.888579,-54.632196,wide,17.638002600123407,True,True,0.8535109370059043,0.09575,4.0
200989759,321.818065,-54.631881,wide,18.30204201718378,True,True,0.8939514873319471,0.19829,4.0
200989964,322.090207,-54.632137,wide,19.32497792637205,True,False,0.7382274750719643,,
200989993,321.944562,-54.64121,wide,17.336275996079923,True,True,0.8201550622083308,0.13473,3.0
200990033,322.593308,-54.636921,wide,18.02905597440338,True,True,0.4521051527200948,0.09549,1.0
200990120,322.435119,-54.636932,wide,18.51845986202526,True,True,0.5412025099978947,0.24609,4.0
200990261,321.701337,-54.637967,wide,17.057285280609133,True,True,0.9601005842855176,0.06367,4.0
200990267,321.658798,-54.641256,wide,16.94244964345646,True,True,0.984126534225936,-6e-05,6.0
200990308,322.216666,-54.643037,wide,19.121197540701868,True,True,0.6642452037153257,0.26042,4.0
200990361,322.737011,-54.636527,wide,19.30706153471279,True,True,0.3722630198256392,0.26692,4.0
200990369,322.826087,-54.638259,wide,18.823264136586666,True,True,0.32290150492836184,0.21765,4.0
200990401,322.367871,-54.639822,wide,18.65414801297617,True,True,0.5787335437854524,0.24656,2.0
200990501,321.664306,-54.640574,wide,19.295706628427027,True,False,0.9810446853959075,,
200990661,321.714705,-54.640477,wide,19.29630951478958,True,False,0.9521109140669474,,
200991304,322.677874,-54.652731,wide,18.066086605064868,True,True,0.40078529886340314,0.19359,4.0
200991366,322.053452,-54.658664,wide,17.401984323363305,True,True,0.7553873004341425,0.11367,4.0
200991922,321.752355,-54.660828,wide,18.963432610288145,True,True,0.9281375987877952,0.19808,4.0
200992114,321.792531,-54.663384,wide,19.12685064632273,True,True,0.9047600187739842,0.27868,4.0
200992227,322.477126,-54.666388,wide,19.03297545469809,True,True,0.5117814381756618,0.28091,4.0
200992236,321.961707,-54.674152,wide,18.615690581521516,True,True,0.8063365606158123,0.23573,4.0
200992361,322.844575,-54.667678,wide,19.31225830212116,True,False,0.3037227170636374,,
200992624,322.47949,-54.672184,wide,18.76214282235384,True,True,0.5095054494384443,0.18356,4.0
200992653,322.139761,-54.672869,wide,19.389655010496615,True,False,0.704117653176131,,
200992854,322.615169,-54.678697,wide,18.359846698101045,True,True,0.43102165439127116,0.24541,4.0
200992983,321.78869,-54.678154,wide,19.39905341601515,True,False,0.9055507517064055,,
200993143,322.101281,-54.687449,wide,18.49479791569805,True,True,0.7247366826943725,0.07629,4.0
200993376,322.598063,-54.686284,wide,18.55240391346216,True,True,0.4396127240984086,0.26316,4.0
200993390,322.101276,-54.684869,wide,19.326332453031064,True,True,0.7249817579961065,0.28078,4.0
200993402,321.922699,-54.689803,wide,18.35031361480665,True,True,0.8273765076760542,0.07668,4.0
200993411,322.035995,-54.688048,wide,18.75378038456011,True,True,0.7622675548235454,0.17639,3.0
200993517,322.110527,-54.690789,wide,19.38296039839554,True,False,0.7191132174126884,,
200993722,322.024585,-54.691127,wide,18.97487522044897,True,True,0.7685755375779129,0.14998,3.0
200993951,322.039846,-54.695689,wide,19.052867265966416,True,True,0.7594167033272,0.2357,3.0
200994176,321.853406,-54.70012,wide,17.80977959459114,True,True,0.866565050174083,0.18337,4.0
200994329,322.791101,-54.701471,wide,18.37972034095001,True,True,0.3270246966562555,0.18381,3.0
200994355,321.75232,-54.700995,wide,17.848184391970634,True,True,0.9248029086906593,0.0593,2.0
200994398,321.863027,-54.698444,wide,19.29960974663544,True,True,0.8611296695285783,0.31367,3.0
200994604,322.740267,-54.703849,wide,18.892172510428427,True,True,0.3557981953885232,0.4565,3.0
200994754,322.439594,-54.704158,wide,18.830585100636483,True,True,0.5285100464465772,0.07651,4.0
200994797,321.974407,-54.718408,wide,17.805273463850973,True,True,0.795740009419396,0.28318,4.0
200995100,322.806182,-54.714934,wide,17.784340411455155,True,True,0.31667575504421036,0.07704,4.0
200995157,322.566064,-54.711576,wide,18.84991575411272,True,True,0.4550741496623192,0.27758,4.0
200995220,322.123478,-54.711563,wide,19.14734176589775,True,True,0.710113934528406,0.18666,4.0
200995236,322.424781,-54.711438,wide,19.217278213906766,True,True,0.5364452937085578,0.28129,4.0
200995281,322.854413,-54.711218,wide,19.22850908074522,True,True,0.28945038694454844,0.24535,4.0
200995432,322.86016,-54.715956,wide,18.677687123878,True,True,0.28557561319609115,0.30619,4.0
200995511,322.447049,-54.717982,wide,19.02334340266657,True,True,0.5231619663079867,0.34213,1.0
200995674,322.770253,-54.717032,wide,19.04102056875038,True,True,0.337109903636178,0.08806,4.0
200995715,322.502491,-54.719217,wide,19.115550747037886,True,True,0.49112550254226284,0.08875,3.0
200995803,322.246883,-54.72204,wide,19.39602159961176,True,False,0.6383706231863576,,
200995808,322.174614,-54.719998,wide,19.146047664942746,True,True,0.6801600931651846,0.23913,4.0
200996183,322.123055,-54.733337,wide,17.848679195518493,True,True,0.7093905829148188,0.07727,4.0
200996743,321.943462,-54.733488,wide,19.207309862675668,True,True,0.8130384781350432,0.30038,4.0
200996887,322.796427,-54.736025,wide,18.967896428433896,True,True,0.32073255502171205,0.22717,4.0
200996935,322.599221,-54.737743,wide,19.045260866882803,True,True,0.43446185338476573,0.21443,4.0
200997140,322.352664,-54.753918,wide,17.67423891306305,True,True,0.5765853336069773,0.13455,4.0
200997175,321.886261,-54.740984,wide,18.08428576633167,True,True,0.8458810976832704,0.12826,4.0
200997264,322.198443,-54.744311,wide,19.06393729134321,True,True,0.6656440434617619,0.2282,4.0
200997367,322.83941,-54.742629,wide,19.315122600092888,True,False,0.29572565920886834,,
200997510,322.467182,-54.774418,wide,18.019509052872657,True,True,0.5110276008350895,0.26075,4.0
200997688,322.40051,-54.74978,wide,19.364117047329422,True,False,0.5489714967239164,,
200997951,321.833824,-54.754449,wide,19.172981377811908,True,True,0.8759998229684292,0.27882,4.0
200997963,322.343225,-54.753455,wide,19.080045604556084,True,True,0.5820310748477464,0.13423,3.0
200998191,322.109707,-54.773725,wide,17.877816846015453,True,False,0.7170609256921053,,
200998201,322.385338,-54.76063,wide,19.25749731358099,True,False,0.557797706881102,,
200998305,322.854554,-54.759998,wide,18.83364509967375,True,True,0.28713818876956865,0.30782,3.0
200998360,322.22851,-54.760745,wide,19.024546124019142,True,True,0.6482790179783038,0.28219,3.0
200998505,322.099136,-54.767657,wide,17.310498594645022,True,True,0.7230179828926284,0.14046,4.0
200998618,321.742858,-54.768387,wide,18.64405639436817,True,True,0.9285392056142697,0.46864,2.0
200998619,322.72833,-54.764347,wide,18.43225017699861,True,True,0.3600821232108177,0.29516,4.0
200999017,322.433838,-54.772809,wide,18.324738372668744,True,True,0.5301731608312141,0.18311,4.0
200999020,322.17443,-54.774544,wide,18.167251234522343,True,True,0.6797683527710383,0.22804,3.0
200999092,322.054615,-54.774517,wide,19.31161769869089,True,False,0.7488478699108037,,
200999099,322.595629,-54.77036,wide,18.82316512602901,True,True,0.43682773637262773,0.07465,4.0
200999123,321.781154,-54.773279,wide,18.51492518196869,True,True,0.9065179229146507,0.29732,4.0
200999125,322.80755,-54.771583,wide,18.461303216054915,True,True,0.31485963141507095,0.30828,4.0
200999160,321.726611,-54.76992,wide,19.300720167420387,True,True,0.9379284841108628,0.29533,4.0
200999191,321.792698,-54.778008,wide,17.977022059688093,True,True,0.8999540525536243,0.06354,4.0
200999226,322.396556,-54.774748,wide,17.98153505057335,True,True,0.5517394753178795,0.03506,4.0
200999367,322.097026,-54.774154,wide,19.357394419447424,True,False,0.7243843856784923,,
200999382,322.464113,-54.77604,wide,18.585827216246606,True,True,0.5128725120094895,0.23624,3.0
200999484,322.096312,-54.774891,wide,19.344179172860144,True,False,0.7248166684585443,,
200999485,322.053391,-54.776685,wide,18.769899227624418,True,True,0.7496140373851834,0.2466,4.0
200999490,322.709104,-54.777128,wide,18.325317291026597,True,True,0.37189654389723864,0.30253,4.0
200999492,322.109522,-54.776592,wide,19.272906178592205,True,False,0.7172516735275143,,
200999504,321.750812,-54.775752,wide,19.228332583703995,True,True,0.9240605344704934,0.2969,1.0
200999647,322.159307,-54.780539,wide,19.018845502563952,True,True,0.6886953256491977,0.23578,4.0
200999863,322.505507,-54.782732,wide,18.947127178097247,True,True,0.4894197777909112,0.23712,4.0
200999896,322.503089,-54.781906,wide,19.06684835257673,True,True,0.49075806392588367,0.23605,4.0
200999948,322.28146,-54.783447,wide,19.271640672585963,True,False,0.6184498731814457,,
200999990,322.359347,-54.781638,wide,18.914518673381806,True,True,0.5735000982452118,0.31308,4.0
201000201,322.752641,-54.787363,wide,19.14418577680969,True,False,0.34783349322126317,,
201000214,322.723953,-54.783677,wide,19.264434989861964,True,True,0.36391495848225974,0.3023,4.0
201000540,322.208978,-54.789955,wide,19.311800256316182,True,True,0.6605305227215161,0.33345,4.0
201000792,322.065742,-54.795608,wide,18.88078026946163,True,True,0.7432975501641027,0.23709,4.0
201001139,322.295817,-54.80198,wide,17.726668350890638,True,True,0.611405486622561,0.07727,4.0
201001194,322.251982,-54.80088,wide,18.892261805972577,True,True,0.6365086304748374,0.25949,3.0
201001316,322.052149,-54.800719,wide,18.96546666368866,True,True,0.7514175738129616,0.20488,4.0
201001697,322.584348,-54.808971,wide,18.268956849137783,True,True,0.44675231604689847,0.23591,4.0
201001909,322.763334,-54.808584,wide,19.17409194147301,True,True,0.34472116632218663,0.32367,3.0
201001973,321.759574,-54.810447,wide,19.111117728804587,True,False,0.9203240456739538,,
201001997,322.827058,-54.812583,wide,18.950284834172248,True,True,0.3094115668865415,0.29595,1.0
201002016,321.880595,-54.814235,wide,17.536846721378325,True,True,0.8509548372841642,0.07723,3.0
201002221,321.874211,-54.81333,wide,19.38516617528677,True,False,0.8545647250352503,,
201002273,322.680054,-54.815282,wide,18.309515473718644,True,True,0.39315307966972896,0.23615,4.0
201002332,322.223761,-54.814875,wide,18.84263019193506,True,True,0.6539058839998841,0.22702,4.0
201002425,322.694044,-54.817005,wide,18.20673959429407,True,True,0.3855052226268791,0.1203,3.0
201002440,321.75214,-54.824529,wide,17.82073642161894,True,True,0.9255021815039707,0.08913,4.0
201002448,322.385254,-54.81802,wide,19.065884842400077,True,True,0.5617117255052513,0.22771,4.0
201002662,322.236588,-54.818962,wide,19.384570797169687,True,False,0.6469528830856118,,
201002890,322.289113,-54.822979,wide,19.130602818687915,True,True,0.6173033668131208,0.28091,4.0
201003072,322.738778,-54.826299,wide,18.99349056582689,True,True,0.36201893519955436,0.14002,3.0
201003183,322.521841,-54.830299,wide,17.842501180533887,True,True,0.4855290712977743,0.09797,4.0
201003236,322.530849,-54.833064,wide,19.019181687026023,True,True,0.48087835029565545,0.22735,4.0
201003324,322.153236,-54.830583,wide,19.393442026016235,True,False,0.6959340692068182,,
201003474,321.897785,-54.834683,wide,17.85833667707205,True,True,0.8427236213552823,0.13462,4.0
201003526,321.893064,-54.834767,wide,18.501667249516487,True,True,0.8454387043339554,0.13482,4.0
201003620,322.629645,-54.83639,wide,18.46468105264425,True,True,0.42560290911116655,0.14004,1.0
201003721,321.641178,-54.843272,wide,18.06151716425276,True,True,0.9906780774363031,0.09091,4.0
201003786,322.8558,-54.841977,wide,17.752591103554725,True,True,0.30098930952606384,0.27579,4.0
201003906,321.906687,-54.845431,wide,17.026747752667905,True,True,0.8386920371756071,0.13466,4.0
201003907,321.939585,-54.841525,wide,18.83617252202654,True,True,0.8194429955547817,0.19429,4.0
201003991,322.171428,-54.843529,wide,19.322160662790772,True,False,0.6870967575929697,,
201004325,322.155301,-54.848919,wide,19.39049266259861,True,False,0.6970201135556902,,
201004432,322.175636,-54.856702,wide,18.029418750255108,True,True,0.6865515550356621,0.08877,4.0
201004618,322.28286,-54.855782,wide,19.24540284632397,True,False,0.6254566528959735,,
201004711,322.74240000000003,-54.855276,wide,18.851945322856427,True,True,0.36727055126576214,0.3021,4.0
201004779,322.710658,-54.860715,wide,17.748410717306616,True,True,0.3863336911072779,0.30325,4.0
201004780,322.704421,-54.855652,wide,19.345702224413877,True,False,0.3883585751546293,,
201005136,322.36744,-54.863784,wide,18.370110495769502,True,True,0.5789940030145266,0.08008,2.0
201005323,322.30348,-54.867416,wide,18.79684946126652,True,True,0.615821775779536,0.14035,4.0
201005345,322.763848,-54.867059,wide,18.59365239674759,True,True,0.3591599546045356,0.14016,4.0
201005391,321.710348,-54.865792,wide,19.14262049641371,True,True,0.9532608348468968,0.19646,1.0
201005564,321.684358,-54.867813,wide,19.306085325460437,True,True,0.9683498377203157,0.20925,1.0
201005614,322.719591,-54.869816,wide,19.2181222876997,True,False,0.3841671133134209,,
201006150,322.280101,-54.880633,wide,18.085502625526427,True,True,0.6315920946487679,0.14072,4.0
201006365,322.322958,-54.885601,wide,19.01663327251577,True,True,0.6085423206205843,0.09821,3.0
201006383,322.319266,-54.883582,wide,19.22533539810467,True,False,0.6101764631545541,,
201006512,322.830557,-54.881377,wide,18.6239636736846,True,True,0.3286545113144841,0.14007,4.0
201006529,322.206718,-54.885871,wide,18.752379677949904,True,True,0.6740005421715258,0.28387,4.0
201006578,322.320834,-54.884157,wide,18.921148743370534,True,False,0.6094199776513982,,
201006742,322.089541,-54.888476,wide,19.14521544164085,True,True,0.7406787766144098,0.30877,4.0
201006834,322.835808,-54.88868,wide,18.96133521412134,True,True,0.32892935532756723,0.14041,4.0
201006864,322.81575,-54.907772,wide,17.1152163335166,True,True,0.34770315717566935,0.07451,4.0
201007130,322.390658,-54.895027,wide,18.8769576718092,True,True,0.57290413427948,0.08992,4.0
201007495,321.823789,-54.903414,wide,18.557897248761652,True,True,0.8937956355205396,0.24601,3.0
201007611,322.336945,-54.906589,wide,19.14458797210264,True,False,0.6057085581968803,,
201007664,322.810863,-54.903895,wide,19.21065016728878,True,False,0.34846411301500096,,
201007705,321.729339,-54.902713,wide,18.584752246068955,True,True,0.9473109413123464,0.07761,4.0
201007714,322.366317,-54.904403,wide,18.738913621438027,True,True,0.5888276355296599,0.26487,3.0
201007764,322.760797,-54.908694,wide,17.813215253700257,True,True,0.37647926991092906,0.07563,4.0
201008167,322.40117,-54.915526,wide,18.406915698926447,True,True,0.5725857175597908,0.08984,3.0
201008370,322.841864,-54.917848,wide,17.600769725115775,True,True,0.3393236233620124,0.14035,3.0
201008438,321.69357,-54.913611,wide,19.275647705375672,True,True,0.9693207759378296,0.19649,2.0
201008516,322.56122,-54.917042,wide,18.92968978308964,True,True,0.4857171374170278,0.26522,4.0
201008664,322.007375,-54.922588,wide,18.03381257409191,True,True,0.7936946646681087,0.07535,4.0
201008877,322.468066,-54.932342,wide,17.144407802209855,True,True,0.5412651472960335,0.09661,4.0
201009037,322.060108,-54.926758,wide,18.60962979598713,True,True,0.7650279048378057,0.11317,4.0
